market,funding_total_usd,region,city,funding_rounds,Founding_year,first_funding_year,last_funding_year,first_funding_gap,last_funding_gap,first_last_funding_gap,success
63,90000000,36,300,2,1996,2011,2013,15,17,2,1
171,70000000,131,432,5,2005,2005,2010,0,5,5,1
346,0,131,569,1,0,2011,2011,0,0,0,1
336,150000,75,337,1,2010,2010,2010,0,0,0,0
12,17100000,116,445,2,2005,2007,2008,2,3,1,1
282,800000,131,569,1,2012,2013,2013,1,1,0,1
137,25000000,131,94,4,2000,2005,2007,5,7,2,1
358,4806114,131,504,1,1996,2010,2010,14,14,0,1
210,2225623,36,613,1,2011,2013,2013,2,2,0,0
66,1000000,131,569,1,2012,2013,2013,1,1,0,1
219,7900000,140,593,1,0,2007,2007,0,0,0,1
8,16000,159,670,1,2012,2012,2012,0,0,0,1
286,27500000,17,155,5,2002,2005,2011,3,9,6,1
224,80000,103,447,1,2011,2011,2011,0,0,0,0
225,41000000,105,425,2,1997,2005,2007,8,10,2,1
309,19700000,131,242,2,2003,2005,2007,2,4,2,0
363,80000000,131,569,5,2006,2006,2012,0,6,6,1
102,27000000,131,569,3,0,2006,2009,0,0,3,1
309,1044042,45,55,3,2008,2011,2013,3,5,2,0
188,14300000,131,432,2,2005,2006,2007,1,2,1,1
79,5000000,131,624,1,0,2005,2005,0,0,0,0
47,0,104,507,1,2006,2008,2008,2,2,0,1
373,0,79,583,1,2010,2012,2012,2,2,0,0
140,1975000,120,512,2,2011,2011,2012,0,1,1,1
121,2300000,131,531,1,0,2011,2011,0,0,0,1
309,6000000,79,362,1,2002,2007,2007,5,5,0,0
208,1500000,131,486,1,2002,2005,2005,3,3,0,1
208,5600000,140,52,2,2001,2005,2009,4,8,4,0
44,13375000,131,569,3,2012,2012,2013,0,1,1,1
208,10000000,11,38,1,0,2002,2002,0,0,0,1
137,50000000,131,569,3,2003,2006,2010,3,7,4,1
351,11849000,17,99,2,2001,2005,2009,4,8,4,1
52,25000000,79,489,3,2011,2012,2014,1,3,2,1
309,10000000,131,570,2,2006,2008,2011,2,5,3,1
208,8750000,131,570,1,2003,2005,2005,2,2,0,1
79,0,79,362,1,2007,2008,2008,1,1,0,0
137,9400000,137,600,3,2006,2007,2010,1,4,3,1
210,1850000,131,569,1,2012,2012,2012,0,0,0,1
309,21850000,36,500,1,1992,2005,2005,13,13,0,1
115,30000000,13,43,1,1996,2007,2007,11,11,0,1
115,27101994,17,173,4,2000,2003,2010,3,10,7,1
88,57000000,131,569,2,2005,2006,2008,1,3,2,1
172,0,140,593,1,2009,2010,2010,1,1,0,1
145,0,135,478,1,0,2010,2010,0,0,0,1
241,30000000,17,666,1,1998,2012,2012,14,14,0,1
358,4355000,11,38,2,2001,2003,2004,2,3,1,1
156,0,105,116,1,2010,2010,2010,0,0,0,0
115,4013000,61,288,1,2008,2012,2012,4,4,0,1
215,40300000,131,336,3,2004,2006,2011,2,7,5,1
47,466000000,131,580,5,2001,2006,2012,5,11,6,1
47,1306512,38,210,2,2006,2013,2014,7,8,1,0
291,0,104,449,1,1985,2013,2013,28,28,0,1
126,22000000,159,670,1,0,2010,2010,0,0,0,0
29,14514449,38,359,2,0,2009,2011,0,0,2,0
289,2060000,36,500,1,1996,2009,2009,13,13,0,1
29,6367916,32,145,1,1986,2010,2010,24,24,0,0
309,5307487,105,516,2,2009,2011,2014,2,5,3,0
79,1400100,131,569,1,2011,2013,2013,2,2,0,0
364,0,131,569,1,2008,2008,2008,0,0,0,0
336,2460000,104,449,3,2010,2010,2013,0,3,3,1
12,1700000,131,569,2,2011,2011,2011,0,0,0,1
79,900000,131,432,1,2007,2008,2008,1,1,0,1
1,30000,140,519,1,2011,2011,2011,0,0,0,0
277,4950000,131,486,2,2008,2008,2009,0,1,1,1
146,36755000,9,384,3,2008,2009,2013,1,5,4,0
289,18500000,17,366,3,0,2003,2008,0,0,5,1
309,55420776,131,580,7,2003,2005,2010,2,7,5,1
343,2500000,131,398,1,2012,2013,2013,1,1,0,0
210,3200000,140,593,2,2008,2008,2011,0,3,3,1
147,1006361,101,439,1,0,2014,2014,0,0,0,0
203,4245714,104,449,1,0,2009,2009,0,0,0,1
115,19097622,17,666,2,1999,2006,2011,7,12,5,1
210,600000,131,486,1,2011,2012,2012,1,1,0,0
137,0,131,569,1,2011,2012,2012,1,1,0,0
79,3600000,131,624,2,2005,2006,2007,1,2,1,0
309,840000,140,52,1,2011,2011,2011,0,0,0,0
301,1000000,11,38,1,2005,2005,2005,0,0,0,0
352,300000,101,433,1,2010,2010,2010,0,0,0,0
126,31775000,131,432,5,2011,2006,2009,-5,-2,3,1
148,248400,113,525,2,2002,2013,2014,11,12,1,0
286,12000000,30,139,1,0,2005,2005,0,0,0,1
208,10300000,131,624,1,1997,2005,2005,8,8,0,1
117,5500000,131,569,3,2010,2010,2011,0,1,1,1
29,640000,109,418,1,2006,2010,2010,4,4,0,0
309,2400000,104,449,2,2012,2012,2013,0,1,1,1
301,400000,17,99,1,2006,2008,2008,2,2,0,0
219,0,104,514,1,2007,2007,2007,0,0,0,0
284,0,131,573,2,0,2008,2009,0,0,1,1
79,3500000,159,391,3,2007,2007,2008,0,1,1,1
301,11725600,131,569,2,2003,2006,2008,3,5,2,1
291,0,40,643,1,2011,2012,2012,1,1,0,0
1,5000000,104,449,1,0,2009,2009,0,0,0,0
137,1500000,137,107,2,2008,2012,2012,4,4,0,1
210,1100000,131,569,1,2007,2008,2008,1,1,0,1
9,52000,91,405,1,2013,2013,2013,0,0,0,0
314,0,131,486,1,2008,2008,2008,0,0,0,1
210,4000000,17,442,1,0,2007,2007,0,0,0,1
286,10000000,144,617,4,2002,2007,2010,5,8,3,1
115,5450000,79,688,4,1999,1997,2000,-2,1,3,1
216,2962730,9,34,1,2011,2013,2013,2,2,0,0
372,1010000,93,416,1,2009,2013,2013,4,4,0,0
32,0,79,655,1,2010,2010,2010,0,0,0,1
210,37037399,159,659,5,0,2005,2010,0,0,5,1
172,650000,140,593,3,2009,2009,2012,0,3,3,1
107,4700000,116,667,1,2005,2010,2010,5,5,0,1
210,11600000,159,598,2,2011,2012,2013,1,2,1,1
115,2328000,131,580,2,2011,2012,2013,1,2,1,1
286,1200000,140,593,1,2010,2011,2011,1,1,0,1
309,8300000,30,139,1,2001,2005,2005,4,4,0,1
145,20220000,131,624,2,2004,2006,2007,2,3,1,1
210,10917805,117,123,1,2006,2013,2013,7,7,0,1
210,24000000,131,570,3,2000,2006,2010,6,10,4,1
137,19130000,131,530,8,2005,2007,2011,2,6,4,0
49,10000000,131,569,2,2010,2011,2012,1,2,1,1
1,575000,22,501,2,0,2010,2011,0,0,1,1
1,0,131,432,1,2010,2012,2012,2,2,0,1
210,0,140,528,2,0,2008,2009,0,0,1,1
1,14000000,131,569,2,2005,2008,2008,3,3,0,1
145,687708,123,189,1,0,2009,2009,0,0,0,1
309,6482605,30,139,2,2003,2008,2010,5,7,2,1
137,3000000,79,362,1,2007,2007,2007,0,0,0,1
29,224600044,17,99,4,2010,2012,2014,2,4,2,0
123,1800000,131,94,1,2011,2012,2012,1,1,0,1
264,12155342,17,520,3,1990,2007,2009,17,19,2,1
135,270000,31,141,2,2012,2012,2013,0,1,1,1
38,8704000,30,346,2,1999,2003,2004,4,5,1,1
219,24900000,131,56,7,2005,2006,2010,1,5,4,1
363,500000,131,569,1,2007,2007,2007,0,0,0,1
120,115000,131,569,1,2009,2010,2010,1,1,0,0
1,13988210,79,655,4,2006,2007,2012,1,6,5,1
53,5000000,131,573,1,2011,2013,2013,2,2,0,1
144,35810000,11,38,2,2001,2005,2014,4,13,9,1
79,55600000,59,271,2,2008,2007,2008,-1,0,1,0
146,5000000,17,99,1,2009,2011,2011,2,2,0,0
224,480000,131,101,1,2009,2009,2009,0,0,0,0
210,650000,135,518,1,0,2012,2012,0,0,0,1
8,0,17,590,1,0,2010,2010,0,0,0,0
372,1240000,131,432,2,2012,2012,2012,0,0,0,0
146,1800000,66,67,1,0,2014,2014,0,0,0,0
233,3049999,120,512,1,1998,2013,2013,15,15,0,1
289,26300000,131,580,1,0,2006,2006,0,0,0,1
309,24766667,131,580,2,0,2006,2009,0,0,3,1
198,27000000,102,631,2,0,2009,2010,0,0,1,0
105,10591238,13,43,3,2005,2010,2011,5,6,1,1
79,6760000,131,486,2,2007,2010,2012,3,5,2,0
145,1000000,109,647,1,2005,2006,2006,1,1,0,1
115,2238055,140,593,2,2010,2011,2011,1,1,0,0
211,18500000,131,569,4,2010,2010,2012,0,2,2,1
126,4125000,17,453,1,2001,2005,2005,4,4,0,1
289,11540000,6,299,2,2000,2005,2008,5,8,3,0
286,1000000,131,486,1,0,2013,2013,0,0,0,1
29,3274000,38,76,2,0,2011,2014,0,0,3,0
371,1542844,88,438,3,2011,2012,2014,1,3,2,0
198,1500000,38,258,1,2010,2012,2012,2,2,0,0
368,1999999,131,569,2,0,2009,2010,0,0,1,1
137,17200000,104,449,3,2006,2006,2009,0,3,3,1
210,500000,140,593,1,2006,2007,2007,1,1,0,1
309,102083349,6,299,6,0,2006,2010,0,0,4,1
9,350000,122,517,2,2010,2009,2012,-1,2,3,0
346,2150000,36,261,1,2010,2010,2010,0,0,0,0
115,5992316,11,38,2,2003,2007,2010,4,7,3,0
116,412000,140,593,2,2011,2013,2014,2,3,1,0
79,1300000,131,569,1,2009,2010,2010,1,1,0,1
1,0,79,583,1,2006,2008,2008,2,2,0,1
294,4700000,131,486,2,0,2008,2010,0,0,2,0
131,1900000,135,502,1,2005,2005,2005,0,0,0,1
210,1650000,131,486,1,2013,2013,2013,0,0,0,0
309,9164123,93,416,4,2004,2008,2012,4,8,4,0
215,0,30,139,1,2007,2008,2008,1,1,0,1
29,32000000,137,567,1,0,2005,2005,0,0,0,0
1,15100000,104,449,2,2002,2002,2009,0,7,7,1
322,4400000,30,139,2,1996,2004,2007,8,11,3,1
1,5000000,38,177,1,2005,2006,2006,1,1,0,1
79,1496950,118,499,1,2006,2009,2009,3,3,0,1
219,2330000,131,486,1,2004,2005,2005,1,1,0,1
29,81574940,150,645,4,1999,1999,2010,0,11,11,1
219,550000,137,567,1,0,2007,2007,0,0,0,0
363,24000000,131,624,3,2005,2005,2008,0,3,3,1
79,0,9,34,1,2000,2004,2004,4,4,0,1
289,37891054,131,591,3,2003,2008,2010,5,7,2,1
309,4500000,11,38,1,2005,2006,2006,1,1,0,0
345,0,131,569,1,2011,2011,2011,0,0,0,1
148,15670000,38,177,4,2008,2010,2013,2,5,3,0
79,1429763,131,624,2,2005,2006,2007,1,2,1,0
219,42230000,30,139,5,1999,1999,2003,0,4,4,1
219,525000,79,362,2,0,2012,2012,0,0,0,0
309,6000000,131,531,1,0,2005,2005,0,0,0,1
148,841991,96,100,1,2006,2009,2009,3,3,0,1
286,4000000,38,210,1,2002,2006,2006,4,4,0,1
309,375000,138,259,1,2006,2008,2008,2,2,0,0
210,0,131,398,1,0,2008,2008,0,0,0,0
293,50000,104,449,1,2008,2010,2010,2,2,0,0
63,3500000,17,344,1,2007,2010,2010,3,3,0,0
102,4360000,17,701,1,2005,2011,2011,6,6,0,0
1,7500000,131,569,4,2007,2008,2013,1,6,5,1
137,0,79,362,1,2009,2010,2010,1,1,0,0
202,1550000,30,139,2,2010,2011,2012,1,2,1,0
309,112000,104,449,1,2011,2012,2012,1,1,0,0
208,60000,6,299,1,2007,2009,2009,2,2,0,0
42,10000,9,34,1,2007,2010,2010,3,3,0,0
56,18700000,11,38,3,2009,2009,2011,0,2,2,1
162,4000000,17,74,2,2007,2009,2011,2,4,2,1
105,1000000,131,432,2,2008,2009,2009,1,1,0,0
56,0,131,569,1,2008,2009,2009,1,1,0,0
309,4000000,131,569,1,2009,2012,2012,3,3,0,1
137,430000,131,486,3,2007,2006,2007,-1,0,1,1
79,0,131,486,1,0,2007,2007,0,0,0,0
268,20000000,131,569,2,1999,2006,2006,7,7,0,1
29,7616765,17,99,2,2004,2009,2013,5,9,4,0
309,8900000,98,652,1,1995,2007,2007,12,12,0,1
327,20500000,140,75,1,1999,2001,2001,2,2,0,0
79,0,159,534,1,0,2009,2009,0,0,0,1
294,28000000,79,255,4,2003,2007,2010,4,7,3,0
49,1000000,22,367,1,2011,2012,2012,1,1,0,1
88,40800000,131,166,4,0,2001,2008,0,0,7,1
346,0,136,563,2,0,2007,2008,0,0,1,0
137,3500000,131,486,2,2007,2008,2009,1,2,1,1
79,0,80,364,1,2007,2007,2007,0,0,0,1
126,400000,131,569,1,2010,2010,2010,0,0,0,0
346,6000000,131,624,1,2005,2006,2006,1,1,0,0
79,2000000,104,449,1,0,2009,2009,0,0,0,0
309,378000,131,569,1,2003,2006,2006,3,3,0,0
148,20000,126,64,1,2006,2012,2012,6,6,0,0
102,30000000,17,99,1,2006,2008,2008,2,2,0,0
23,3100000,30,139,1,2009,2009,2009,0,0,0,0
123,19000,9,338,1,2012,2012,2012,0,0,0,0
210,1875000,131,569,1,2013,2013,2013,0,0,0,1
220,95500000,79,362,3,2005,2007,2012,2,7,5,1
29,100000000,30,599,2,0,2008,2012,0,0,4,0
220,3200000,43,658,1,0,2008,2008,0,0,0,0
146,38000903,131,624,5,2007,2011,2013,4,6,2,0
282,6600000,140,52,2,2006,2008,2009,2,3,1,1
291,2401536,38,76,3,2009,2010,2012,1,3,2,1
286,38700000,131,624,2,1997,2006,2009,9,12,3,1
309,13400000,11,38,2,2003,2006,2007,3,4,1,0
47,7921580,105,527,3,2009,2009,2012,0,3,3,0
137,0,79,583,1,0,2007,2007,0,0,0,0
79,0,11,38,1,2006,2006,2006,0,0,0,1
206,128000000,79,2,1,1996,2007,2007,11,11,0,1
121,1500000,159,670,1,2009,2012,2012,3,3,0,1
301,70000,61,288,1,2010,2010,2010,0,0,0,0
47,1900000,155,39,1,2005,2008,2008,3,3,0,0
203,250000,131,569,1,2006,2006,2006,0,0,0,1
226,200000,0,172,1,2007,2007,2007,0,0,0,0
265,14000000,140,317,2,2003,2008,2009,5,6,1,1
1,42000000,17,666,3,2000,2000,2001,0,1,1,1
29,43000000,131,233,2,2006,2007,2010,1,4,3,1
363,30920000,36,535,2,2000,2005,2006,5,6,1,1
210,5000000,30,256,1,2001,2010,2010,9,9,0,1
286,6000999,131,569,2,1998,2007,2010,9,12,3,1
276,3282327,131,573,3,2010,2011,2012,1,2,1,1
79,19250000,131,432,3,0,2006,2009,0,0,3,1
365,1500000,44,268,1,2012,2013,2013,1,1,0,0
30,100000,131,432,1,2013,2013,2013,0,0,0,0
289,0,154,696,1,0,2007,2007,0,0,0,1
232,0,104,449,1,2011,2011,2011,0,0,0,0
146,6500000,131,486,1,0,2008,2008,0,0,0,1
29,25000000,131,570,2,2000,2003,2006,3,6,3,1
145,4225311,6,299,1,1999,2012,2012,13,13,0,1
29,55702727,6,299,4,1999,2009,2011,10,12,2,1
309,135000,131,166,1,2013,2013,2013,0,0,0,0
115,11000000,131,432,1,2002,2006,2006,4,4,0,1
79,3170000,131,486,1,2002,2007,2007,5,5,0,0
146,125964844,131,432,4,2004,2006,2014,2,10,8,0
146,130003458,131,450,7,0,2006,2012,0,0,6,0
29,20000000,137,567,1,0,2010,2010,0,0,0,0
29,2269779,87,372,2,2004,2009,2010,5,6,1,0
79,0,104,449,1,0,2011,2011,0,0,0,1
373,20000000,131,361,2,2009,2011,2012,2,3,1,1
152,80000000,131,486,3,2010,2010,2013,0,3,3,1
363,2500000,17,454,1,2005,2009,2009,4,4,0,0
362,200000,131,486,1,2006,2007,2007,1,1,0,0
115,15000000,131,580,1,1999,2005,2005,6,6,0,1
167,13000000,13,24,2,2000,2005,2006,5,6,1,1
309,25000000,131,624,1,2003,2005,2005,2,2,0,1
363,25000000,11,38,1,1999,2006,2006,7,7,0,1
145,6480000,131,166,1,2001,2006,2006,5,5,0,1
137,132885,30,139,3,2010,2011,2012,1,2,1,0
289,14000000,131,580,1,2003,2006,2006,3,3,0,0
363,18000000,131,486,1,2000,2006,2006,6,6,0,1
309,2700000,131,166,1,1990,2007,2007,17,17,0,1
286,0,131,570,6,1997,1998,2004,1,7,6,1
226,0,131,432,1,1994,1995,1995,1,1,0,1
29,45457543,104,695,1,0,2013,2013,0,0,0,0
126,4000000,79,97,1,1996,2011,2011,15,15,0,0
137,20950000,11,38,3,0,2004,2009,0,0,5,1
117,500000,137,321,1,2010,2011,2011,1,1,0,0
309,6316226,135,16,4,1995,2009,2011,14,16,2,1
309,5689647,159,278,1,2006,2010,2010,4,4,0,1
309,6000000,131,486,1,2002,2005,2005,3,3,0,1
286,12000000,17,692,1,1996,2009,2009,13,13,0,1
102,0,30,548,2,2001,2013,2014,12,13,1,0
115,8630000,131,432,1,1999,2006,2006,7,7,0,1
222,15000000,6,10,2,2000,2004,2006,4,6,2,1
29,1584998,79,362,2,2013,2013,2014,0,1,1,0
29,2783950,137,209,2,2007,2010,2011,3,4,1,1
198,17000000,17,169,2,2004,2008,2012,4,8,4,1
29,1899999,123,429,2,0,2010,2011,0,0,1,1
29,1746627,6,299,2,0,2011,2014,0,0,3,0
29,58200000,30,139,3,2006,2009,2011,3,5,2,0
204,61300600,140,593,4,0,2007,2010,0,0,3,0
309,4750000,79,583,3,2003,2003,2005,0,2,2,1
286,1624800,131,432,1,2002,2010,2010,8,8,0,0
47,4100000,131,166,1,0,2010,2010,0,0,0,0
171,1100000,79,489,3,2000,2000,2003,0,3,3,1
145,1617252,111,668,3,2011,2011,2013,0,2,2,1
198,662000,82,681,1,2008,2012,2012,4,4,0,0
289,66000000,6,327,3,2005,2005,2006,0,1,1,1
126,20580000,17,22,1,0,2006,2006,0,0,0,1
264,545000,131,569,1,2009,2009,2009,0,0,0,0
115,28200000,131,573,3,0,2005,2009,0,0,4,1
305,2649997,131,569,4,2011,2012,2013,1,2,1,1
226,1250000,140,593,1,2005,2005,2005,0,0,0,1
171,3500000,144,152,2,2008,2010,2011,2,3,1,1
216,400000,17,440,1,2005,2010,2010,5,5,0,0
211,19500000,17,74,3,2006,2008,2012,2,6,4,1
32,4300000,131,94,4,2011,2011,2013,0,2,2,1
309,12010000,38,364,2,2010,2011,2011,1,1,0,1
346,27063781,104,449,4,2007,2007,2010,0,3,3,1
148,1135000,135,577,1,2001,2010,2010,9,9,0,0
210,49800000,131,413,1,0,2008,2008,0,0,0,1
336,4000000,38,177,2,2010,2012,2013,2,3,1,0
309,4000000,131,432,1,2000,2007,2007,7,7,0,1
224,64649056,11,38,5,2003,2005,2012,2,9,7,0
268,20000,104,449,1,2013,2013,2013,0,0,0,0
1,9500000,79,362,2,2004,2005,2006,1,2,1,0
29,46819000,131,166,2,0,2011,2012,0,0,1,1
29,5000000,137,515,1,0,2009,2009,0,0,0,1
146,9000000,137,567,1,0,2009,2009,0,0,0,1
289,15247925,17,62,3,2001,2005,2009,4,8,4,1
126,3660000,131,94,1,0,2013,2013,0,0,0,1
362,350000,110,479,1,2004,2010,2010,6,6,0,1
145,7542266,131,486,2,1997,2010,2011,13,14,1,1
210,44800000,131,569,4,2008,2008,2010,0,2,2,1
339,1200000,30,139,1,2009,2010,2010,1,1,0,0
363,41815432,131,486,4,2007,2009,2011,2,4,2,1
40,13000000,131,569,3,2006,2006,2010,0,4,4,1
115,11544000,131,432,4,2006,2008,2012,2,6,4,1
1,12950000,131,569,2,1999,2005,2009,6,10,4,1
168,20750000,131,432,2,2008,2010,2010,2,2,0,1
115,119000000,131,87,4,2004,2007,2009,3,5,2,1
50,70000000,137,567,5,2007,2007,2012,0,5,5,0
146,40000000,131,242,2,1991,2011,2011,20,20,0,0
289,53547934,123,189,5,0,2006,2012,0,0,6,1
286,29000001,121,513,6,1999,2005,2010,6,11,5,1
145,4996500,131,242,1,0,2010,2010,0,0,0,0
210,0,56,264,1,2012,2012,2012,0,0,0,0
25,2000000,131,569,1,2011,2011,2011,0,0,0,1
276,13000000,104,449,2,2012,2013,2013,1,1,0,1
47,54000000,131,56,3,2007,2007,2010,0,3,3,0
309,0,131,569,1,2007,2008,2008,1,1,0,0
309,29500000,131,569,2,2001,2007,2007,6,6,0,1
79,0,131,569,2,2008,2009,2009,1,1,0,1
325,0,137,567,1,2007,2014,2014,7,7,0,0
210,0,131,569,1,2010,2010,2010,0,0,0,0
210,248502,131,570,1,1994,2009,2009,15,15,0,1
309,12000000,131,570,1,2004,2007,2007,3,3,0,0
210,50000000,30,303,1,1999,2007,2007,8,8,0,1
29,49500000,77,353,1,0,2008,2008,0,0,0,0
146,45447308,131,450,2,0,2009,2012,0,0,3,0
309,8952784,105,85,2,2006,2011,2013,5,7,2,0
286,6500000,30,351,1,0,2006,2006,0,0,0,0
210,0,131,569,2,2005,2010,2010,5,5,0,0
158,2800000,138,579,3,2006,2006,2008,0,2,2,1
210,1700000,79,362,1,2010,2011,2011,1,1,0,0
363,2947189,159,128,2,2011,2013,2013,2,2,0,1
160,8500000,131,569,2,2009,2012,2013,3,4,1,1
226,850000,75,337,3,2011,2011,2013,0,2,2,1
264,12000000,11,38,1,0,2005,2005,0,0,0,1
8,1000000,17,173,1,2001,2008,2008,7,7,0,1
29,339153,135,561,3,2011,2012,2014,1,3,2,0
8,3300000,131,569,2,2006,2007,2008,1,2,1,1
228,65000000,61,288,1,0,2011,2011,0,0,0,1
198,600000,31,141,1,2011,2013,2013,2,2,0,0
115,206800,137,600,3,0,2010,2011,0,0,1,1
149,48062500,116,376,3,0,2010,2012,0,0,2,1
289,8100000,131,363,2,2004,2008,2010,4,6,2,1
109,607260,131,33,2,2007,2009,2009,2,2,0,1
186,38900000,11,38,4,2003,2005,2014,2,11,9,1
63,330000,131,432,1,2013,2014,2014,1,1,0,0
47,17459444,131,486,2,2008,2010,2011,2,3,1,1
316,7650097,131,580,2,2010,2010,2011,0,1,1,1
79,5000,131,468,1,2010,2011,2011,1,1,0,0
210,8000000,123,522,1,1984,2005,2005,21,21,0,0
309,12500000,17,666,1,0,2006,2006,0,0,0,1
102,1500000,30,139,1,2011,2011,2011,0,0,0,0
137,36000000,104,449,2,2003,2008,2010,5,7,2,1
316,23000000,131,570,2,2007,2009,2009,2,2,0,1
309,3000000,131,570,1,0,2009,2009,0,0,0,1
29,3000000,105,199,1,0,2009,2009,0,0,0,1
137,1945000,63,200,1,2011,2012,2012,1,1,0,0
309,15000000,17,701,2,2003,2005,2007,2,4,2,0
349,93400000,6,299,3,2012,2012,2013,0,1,1,1
8,1499999,36,1,1,2012,2013,2013,1,1,0,0
79,0,104,449,1,2005,2005,2005,0,0,0,1
336,3250000,140,593,2,2009,2010,2010,1,1,0,1
336,0,131,569,1,2007,2008,2008,1,1,0,0
210,0,104,449,1,0,2010,2010,0,0,0,1
264,120000,131,427,1,2008,2008,2008,0,0,0,0
309,7000000,131,569,1,1996,2005,2005,9,9,0,1
1,1000000,104,449,1,2010,2011,2011,1,1,0,1
101,1000000,17,99,1,2007,2011,2011,4,4,0,0
54,1000000,140,593,1,2008,2010,2010,2,2,0,1
1,2000000,140,52,1,0,2010,2010,0,0,0,1
79,0,140,52,1,2004,2007,2007,3,3,0,1
291,185000,131,569,1,2013,2014,2014,1,1,0,1
79,6000000,104,449,1,2003,2007,2007,4,4,0,1
137,549970,104,449,1,2011,2013,2013,2,2,0,0
154,26000000,148,618,4,2009,2010,2013,1,4,3,0
126,12000000,159,77,1,1989,2013,2013,24,24,0,0
370,5000000,79,61,1,2006,2007,2007,1,1,0,0
198,2071500,135,561,3,2009,2009,2011,0,2,2,0
170,3175000,104,449,2,2011,2010,2013,-1,2,3,0
210,185000,131,56,2,2011,2012,2013,1,2,1,0
115,2510000,117,592,3,2004,2011,2013,7,9,2,0
17,16600000,104,449,5,2006,2006,2011,0,5,5,1
363,800000,131,486,1,2005,2006,2006,1,1,0,0
145,12209831,9,13,2,2003,2007,2012,4,9,5,1
124,0,131,33,1,0,2008,2008,0,0,0,1
309,25000000,135,478,2,1996,2005,2009,9,13,4,1
29,60158333,105,516,4,0,2009,2013,0,0,4,1
282,5240000,2,147,1,1992,2005,2005,13,13,0,1
316,10000000,17,74,1,0,2008,2008,0,0,0,1
210,13000000,131,486,2,2010,2011,2012,1,2,1,1
29,3100000,140,593,2,0,2011,2013,0,0,2,0
210,0,131,56,1,2007,2007,2007,0,0,0,0
274,5000000,131,569,1,2008,2010,2010,2,2,0,0
6,3750000,131,569,2,2007,2007,2009,0,2,2,0
309,0,131,530,1,0,2011,2011,0,0,0,0
219,20000,104,449,1,2009,2009,2009,0,0,0,0
171,2345000,17,99,4,2009,2009,2010,0,1,1,1
136,16000000,137,600,2,2007,2010,2013,3,6,3,1
63,12800000,117,592,1,1997,2005,2005,8,8,0,1
32,27300000,38,76,3,2006,2006,2009,0,3,3,1
79,4000000,105,403,2,2007,2008,2009,1,2,1,0
79,1200000,131,569,1,2010,2010,2010,0,0,0,1
115,4332943,101,84,5,1985,2010,2014,25,29,4,1
115,26750000,17,344,3,2003,2006,2011,3,8,5,1
148,3250000,17,697,5,1997,2008,2009,11,12,1,1
309,500000,32,145,1,2003,2008,2008,5,5,0,1
145,12850012,96,387,4,0,2007,2012,0,0,5,1
248,27000000,140,593,3,2002,2005,2010,3,8,5,0
363,5500000,17,95,1,0,2009,2009,0,0,0,1
363,70250000,131,101,4,2000,2005,2009,5,9,4,1
210,6000000,104,449,3,2010,2011,2012,1,2,1,1
210,4500000,140,593,2,2006,2006,2009,0,3,3,1
309,18000000,131,580,1,2004,2006,2006,2,2,0,1
29,9250150,15,153,1,2009,2012,2012,3,3,0,1
301,23903060,131,573,4,2004,2006,2010,2,6,4,1
346,122000000,131,432,7,2007,2007,2013,0,6,6,1
372,970000,104,449,2,2011,2011,2012,0,1,1,0
210,35265,131,569,1,2010,2011,2011,1,1,0,1
116,14264323,30,139,6,2006,2007,2012,1,6,5,1
20,9000000,17,74,2,2011,2011,2012,0,1,1,1
264,10000000,38,266,1,0,2011,2011,0,0,0,0
309,16000000,17,74,1,1999,2000,2000,1,1,0,1
191,700000,30,139,1,2010,2011,2011,1,1,0,0
137,3000000,131,94,1,2008,2010,2010,2,2,0,1
79,10000000,131,530,1,0,2008,2008,0,0,0,1
309,4000000,61,619,1,2000,2007,2007,7,7,0,1
36,48000000,131,569,3,1998,1999,2000,1,2,1,1
167,2250000,79,362,2,2007,2008,2011,1,4,3,1
309,186000000,131,624,3,1999,1999,2000,0,1,1,1
363,517018,17,95,1,2000,2009,2009,9,9,0,1
8,103100000,104,449,7,2005,2003,2013,-2,8,10,1
309,10849999,140,593,3,2008,2008,2012,0,4,4,0
167,225000,36,300,1,0,2014,2014,0,0,0,1
282,7600000,131,569,3,2008,2008,2013,0,5,5,1
29,81235886,131,580,3,2004,2008,2013,4,9,5,1
102,1475000,104,449,4,2010,2009,2010,-1,0,1,0
115,6000000,159,58,1,2004,2007,2007,3,3,0,1
309,4000000,109,571,3,2006,2007,2011,1,5,4,1
128,0,30,139,1,2000,2004,2004,4,4,0,1
47,132000000,131,274,1,2002,2008,2008,6,6,0,1
309,43000000,131,413,2,2000,2006,2007,6,7,1,0
148,2089110,140,52,1,2011,2011,2011,0,0,0,0
284,7500000,135,16,3,2006,2006,2010,0,4,4,1
146,5269376,93,416,2,2007,2009,2010,2,3,1,0
309,500000,131,573,1,2010,2010,2010,0,0,0,0
102,2000000,104,449,1,2008,2009,2009,1,1,0,1
309,21000000,78,301,2,1976,2005,2007,29,31,2,1
373,100000,6,299,1,2010,2011,2011,1,1,0,0
102,0,159,128,1,2009,2009,2009,0,0,0,0
29,26500000,123,629,1,0,2007,2007,0,0,0,0
210,5163408,131,432,2,2011,2011,2012,0,1,1,1
29,5743342,131,94,2,1997,2007,2010,10,13,3,0
346,0,105,675,1,1997,2007,2007,10,10,0,1
309,3000000,6,299,1,0,2005,2005,0,0,0,1
145,14034692,32,394,1,0,2010,2010,0,0,0,1
